Fecha_emision;Numero;Codigo_articulo;Articulo;Presentacion;Precio_UNitario_con_iva
13/12/2024;1220;112;Caño PVC Ø50 x 3,2 x 4mts;Unidad;6.652,17
13/12/2024;1220;111;Caño PVC Ø40 x 3,2 x 4mts;Unidad;5.461,84
13/12/2024;1220;1011;PVC Codo a 90? MH ?110 3,2 Awaduct;Unidad;1.806,87
13/12/2024;1220;1014;PVC Codo a 90? MH ?63 3,2 Awaduct;Unidad;815,2040768
13/12/2024;1220;609;PVC Codo a 90° Ø50 3,2;Unidad;484,7000412
13/12/2024;1220;1456;PVC Codo a 90° Ø40 3.2;Unidad;379,3664485
13/12/2024;1220;1002;PVC Codo a 45? MH ?110 3,2 Awaduct;Unidad;1.668,68
13/12/2024;1220;1005;PVC Codo a 45? MH ?63 3,2 Awaduct;Unidad;774,6100743
13/12/2024;1220;1004;PVC Codo a 45? MH ?50 3,2 Awaduct;Unidad;484,603373
13/12/2024;1220;1003;PVC Codo a 45? MH ?40 3,2 Awaduct;Unidad;351,5659259
13/12/2024;1220;1444;PVC Cupla Ø110;Unidad;1.722,06
13/12/2024;1220;1445;PVC Cupla Ø63;Unidad;864,1454492
13/12/2024;1220;1446;PVC Cupla Ø50;Unidad;611,5023621
13/12/2024;1220;1447;PVC Cupla Ø40;Unidad;531,2436919
13/12/2024;1220;1037;PVC Ramal Y MH ?110 x ?110 3,2 Awaduct;Unidad;3.814,49
13/12/2024;1220;1335;PVC Ramal Y MH ?110 x ?63 3,2 Awaduct;Unidad;2.713,93
13/12/2024;1220;929;PVC Ramal Y MH ?40 3,2 Awaduct;Unidad;1.476,89
13/12/2024;1220;930;PVC Ramal Y MH ?50 3,2 Awaduct;Unidad;1.714,07
13/12/2024;1220;1032;PVC Ramal 90? MH ?110 x ?63 3,2 Awaduct;Unidad;2.606,16
13/12/2024;1220;1644;PVC RAMAL DOBLE C/VENT MH 110;Unidad;18.485,94
13/12/2024;1220;991;PVC Boca de Acceso 90? ?110 x ?63 3,2 Awaduct;Unidad;3.971,21
13/12/2024;1220;1646;PVC CODO 90 C/ ACOM. 110 X 63;Unidad;3.752,59
13/12/2024;1220;1437;PVC Pileta de Patio 5 Entradas Ø63 x Ø40 c/ Sifon;Unidad;5.602,01
13/12/2024;1220;1601;Solucion Lubricante x 400cc;Unidad;3.954,70
13/12/2024;1220;1440;PVC Tapa Hembra Ø110;Unidad;1.550,92
13/12/2024;1220;1442;PVC Tapa Hembra Ø50;Unidad;457,2688974
13/12/2024;1220;1443;PVC Tapa Hembra Ø40;Unidad;285,8985806
13/12/2024;1220;1042;PVC Sifon p/ Lavar y Lavavajillas 3,2 Awaduct;Unidad;12.354,88
13/12/2024;1220;1881;PVC Hidraulico Caño Ø32mm K10 x 6mts;Unidad;8.942,18
13/12/2024;1220;1883;PVC Hidraulico Codo 90° Ø32mm;Unidad;687,3803406
13/12/2024;1220;1884;PVC Hidraulico Codo 45° Ø32mm;Unidad;693,1269975
13/12/2024;1220;1882;PVC Hidraulico Tee Ø32mm;Unidad;866,381014
13/12/2024;1220;1885;PVC Hidraulico Buje Reduccion Ø40mm x Ø32mm;Unidad;294,537478
13/12/2024;1220;4;Adhesivo PVC x 1000 cc;Unidad;11.767,33
13/12/2024;1220;1436;Caño PVC Ø63 x 3,2 x 4mts;Unidad;8.323,03
13/12/2024;1222;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;728,5866615
13/12/2024;1222;319;Ladrillo Ceramico 8 x 18 x 33 cm x un;Unidad;429,2492898
12/12/2024;1225;33;Arena x m3;metro 3;14.939,30
12/12/2024;1226;101;Canto Rodado 1-2 x m3;metro 3;69.874,47
12/12/2024;1226;33;Arena x m3;metro 3;9.637,46
12/12/2024;1226;213;Flete;Unidad;26.501,90
11/12/2024;1211;1713;PVC Caño 160 x 4 mts;Unidad;36.258,60
11/12/2024;1211;1714;PVC Codo a 90 MH 160;Unidad;5.541,33
11/12/2024;1211;1044;PVC Tapa Hembra ?160 Awaduct;Unidad;1.488,05
11/12/2024;1211;1899;PVC Cupla Ø160;Unidad;4.486,30
11/12/2024;1211;213;Flete;Unidad;16.861,41
4/12/2024;1206;599;Puerta Placa Corrediza c/marco Madera;Unidad;515.599,89
3/12/2024;1223;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;689,898659
2/12/2024;1214;307;Hormigon H21 x m3;metro 3;167.017,48
2/12/2024;1214;24;Alquiler Bomba hormigon x hrs;Horas;4.696,36
2/12/2024;1214;827;Acelerante de Frague Sika 2;Unidad;4.009,81
2/12/2024;1214;1850;Aditivo Superfluidificante p/ m3 x lts;lts;2.950,04
2/12/2024;1214;971;Hormigon H8 x m3;metro 3;163.239,41
2/12/2024;1214;1851;Traslado de bomba p/ Hormigon x un;Unidad;469.562,25
2/12/2024;1263;1912;Piso Porcelanato Mate Simil Madera 22x160 x m2;m2;30.211,81
2/12/2024;1263;1913;Piso Ceramico Antideslizante 30x45 x m2;m2;10.865,48
2/12/2024;1263;1914;Piso Porcelanato Satinado 80x80 x m2;m2;16.873,21
27/11/2024;1201;307;Hormigon H21 x m3;metro 3;160.538,01
27/11/2024;1201;827;Acelerante de Frague Sika 2;Unidad;3.852,08
27/11/2024;1201;24;Alquiler Bomba hormigon x hrs;Horas;4.513,99
27/11/2024;1201;1850;Aditivo Superfluidificante p/ m3 x lts;lts;2.828,66
27/11/2024;1202;307;Hormigon H21 x m3;metro 3;166.934,13
27/11/2024;1202;24;Alquiler Bomba hormigon x hrs;Horas;4.694,02
27/11/2024;1202;827;Acelerante de Frague Sika 2;Unidad;3.971,72
27/11/2024;1202;1850;Aditivo Superfluidificante p/ m3 x lts;lts;2.948,59
22/11/2024;1196;454;"Perfil Angulo 1"" x 3/16"" (25,4x4,8) x mts";mts;3.549,92
22/11/2024;1196;1827;Hierro Liso Ø3/8 (9.53mm) x 6mts;mts;1.356,65
22/11/2024;1196;495;"Perfil Planchuela 1"" x 3/16"" (25,4x4,8) x mts";mts;1.839,18
22/11/2024;1196;177;Esmalte Sintéctico Satin x 1 lts;Unidad;13.477,33
22/11/2024;1196;705;Thiner x 1lts;Unidad;7.416,39
22/11/2024;1196;158;Disco Corte Plano Ø115mm;Unidad;2.353,14
22/11/2024;1196;213;Flete;Unidad;6.016,02
22/11/2024;1216;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;727,5450651
21/11/2024;1194;17;Alambre Negro nº 16 x kg;Kilos;3.220,77
21/11/2024;1194;18;Alambre Negro nº 9 x kg;Kilos;3.083,18
21/11/2024;1215;17;Alambre Negro nº 16 x kg;Kilos;2.849,10
21/11/2024;1215;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;2.439,91
21/11/2024;1215;141;"Clavo Pta Paris 2"" x kg";Kilos;2.557,66
20/11/2024;1180;140;"Clavo Pta Paris 2 1/2"" x kg";Kilos;2.970,72
20/11/2024;1180;141;"Clavo Pta Paris 2"" x kg";Kilos;3.136,67
20/11/2024;1180;302;Hierro Nerv Ø6mm x 12 mts;Unidad;4.992,94
20/11/2024;1180;303;Hierro Nerv Ø8mm x 12 mts;Unidad;8.524,39
20/11/2024;1180;297;Hierro Nerv Ø12mm x 12 mts;Unidad;18.957,13
20/11/2024;1192;59;Bloque Brimax de HCCA 60x20x5;Unidad;1.481,30
20/11/2024;1192;439;Pegamento HCCA p/ Bloques x 30 kg;Unidad;16.812,10
20/11/2024;1192;199;Espuma de Poliuretano x 500ml;Unidad;11.979,17
20/11/2024;1192;213;Flete;Unidad;19.132,00
20/11/2024;1200;85;Caja PVC p/ Embutir Octogonal Grande P/ Electricidad;Unidad;976,221368
20/11/2024;1200;774;Tubo PVC p/ Luz Semi Pesado 20mm x 3mts;Unidad;984,8554648
20/11/2024;1200;1894;Tubo PVC p/ Luz Semi Pesado 50mm x 3mts;Unidad;7.795,75
20/11/2024;1200;1131;Conector PVC p/ Tubo Semi Pesado 32mm ;Unidad;780,6563741
20/11/2024;1200;1895;Conector PVC p/ Tubo Semi Pesado 50mm;Unidad;1.463,32
20/11/2024;1200;778;Union PVC p/ Tubo Semi Pesado 20mm;Unidad;112,3157862
20/11/2024;1200;988;Union PVC p/ Tubo Semi Pesado 32mm ;Unidad;392,4120417
20/11/2024;1200;1896;Union PVC p/ Tubo Semi Pesado 50mm;Unidad;875,2580915
20/11/2024;1200;986;Tubo PVC p/ Luz Semi Pesado 32mm x 3mts ;Unidad;3.807,61
20/11/2024;1200;1489;Caja PVC p/ Embutir Octogonal Chica P/ Electricidad;Unidad;501,904285
20/11/2024;1200;1789;DESCUENTO;Unidad;58.972,65
19/11/2024;1224;33;Arena x m3;metro 3;14.906,37
12/11/2024;1160;239;Fusion Tee Ø25mm;Unidad;703,9771125
12/11/2024;1160;240;Fusion Tee Ø32mm;Unidad;1.024,91
12/11/2024;1160;913;Fusion Tee ?40mm     ;Unidad;2.097,57
12/11/2024;1160;914;Fusion Tee ?50mm     ;Unidad;3.809,05
12/11/2024;1160;231;Fusion Cupla Ø25mm;Unidad;368,8866964
12/11/2024;1160;232;Fusion Cupla Ø32mm;Unidad;526,2455402
12/11/2024;1160;1734;Fusion Cupla HH 40;Unidad;1.169,14
12/11/2024;1160;1628;Fusion cupla 50 mm;Unidad;1.853,39
12/11/2024;1160;1180;Fusion Buje Reduccion ?25x20mm     ;Unidad;340,6843721
12/11/2024;1160;900;Fusion Buje Reduccion ?32 x ?20mm     ;Unidad;512,0789836
12/11/2024;1160;901;Fusion Buje Reduccion ?32 x ?25mm     ;Unidad;410,8706142
12/11/2024;1160;902;Fusion Buje Reduccion ?40 x ?25mm     ;Unidad;1.028,58
12/11/2024;1160;903;Fusion Buje Reduccion ?40 x ?32mm     ;Unidad;955,8508818
12/11/2024;1160;1630;Fusion Buje reduccion 50 x 25;Unidad;2.233,83
12/11/2024;1160;1631;Fusion Buje Reduccion ?50 x ?32mm;Unidad;2.107,31
12/11/2024;1160;222;Fusion Caño Ø20mm x 4 mts;Unidad;4.552,93
12/11/2024;1160;223;Fusion Caño Ø25mm x 4 mts;Unidad;6.608,72
12/11/2024;1160;224;Fusion Caño Ø32mm x 4 mts;Unidad;9.131,96
12/11/2024;1160;1617;FT TUBO 40 X 4mts PN 12.5;Unidad;13.700,98
12/11/2024;1160;1613;FT TUBO PN 12.5 50 x 4mts;Unidad;19.397,67
12/11/2024;1160;225;Fusion Codo 90° Ø20mm;Unidad;288,6578897
12/11/2024;1160;226;Fusion Codo 90° Ø25mm;Unidad;486,4342932
12/11/2024;1160;227;Fusion Codo 90° Ø32mm;Unidad;682,1643064
12/11/2024;1160;228;Fusion Codo 90° Ø40mm;Unidad;1.461,44
12/11/2024;1160;229;Fusion Codo 90° Ø50mm;Unidad;2.734,60
12/11/2024;1160;907;"Fusion Codo 90º Ø20mm x 1/2"" c/ Inserto H";Unidad;1.547,20
12/11/2024;1160;1476;"Fusion Codo 90° Ø25mm x Ø3/4"""" c/ Inserto H";Unidad;2.292,77
12/11/2024;1160;1888;"Fusion Codo 90° Ø25mm x Ø3/4"""" c/ Inserto M";Unidad;3.216,75
12/11/2024;1160;921;"Fusion Tubo Macho ?20mm x ?1/2""""    """;Unidad;2.273,82
12/11/2024;1160;1889;"Fusion Tubo Macho Ø20mm x Ø3/8""";Unidad;1.302,88
12/11/2024;1160;1890;"Fusion Tee c/ Rosca Ø20mm x Ø1/2""""";Unidad;2.208,71
12/11/2024;1160;912;Fusion Curva Sobrepaso ?20mm     ;Unidad;881,6702426
12/11/2024;1160;904;Fusion Buje Reduccion ?50 x ?40mm     ;Unidad;1.976,34
12/11/2024;1160;234;Fusion Llave de Paso Ø20mm;Unidad;13.169,84
12/11/2024;1160;235;Fusion Llave de Paso Ø25mm;Unidad;14.321,70
12/11/2024;1160;1314;"PPN Tapon ?1/2""""";Unidad;69,77018747
12/11/2024;1160;230;Fusion Cupla Ø20mm;Unidad;217,9987537
12/11/2024;1160;1316;"PPN Tapon ?3/4""""";Unidad;98,4670142
12/11/2024;1160;244;"Fusion Tubo Macho Ø50mm x 1"" 1/2"" Ins Met";Unidad;14.757,66
12/11/2024;1160;1891;"PPN Tapa Ø3/4""";Unidad;200,5259403
12/11/2024;1160;1477;Fusion Curva Sobrepaso Ø25mm;Unidad;1.198,84
12/11/2024;1160;238;Fusion Tee Ø20mm;Unidad;368,4535365
12/11/2024;1161;1601;Solucion Lubricante x 400cc;Unidad;3.353,44
12/11/2024;1162;1712;PVC Boca Acceso Horiz. 110 x 63 x (2x50) Baja;Unidad;3.802,46
12/11/2024;1162;1649;PVC REDUC MH 63X50;Unidad;441,1555083
12/11/2024;1162;1456;PVC Codo a 90° Ø40 3.2;Unidad;478,8579326
12/11/2024;1162;999;PVC Codo a 45? HH ?40 3,2 Awaduct;Unidad;432,4613365
11/11/2024;1189;303;Hierro Nerv Ø8mm x 12 mts;Unidad;7.670,51
11/11/2024;1189;296;Hierro Nerv Ø10mm x 12 mts;Unidad;11.974,77
8/11/2024;1191;116;Cemento Normal x 50 kg;Unidad;9.983,35
7/11/2024;1158;1648;PVC CAÑO CAMARA MH 110;Unidad;3.784,06
7/11/2024;1158;1647;PVC Pileta de Patio 5 x 40 Baja Perf.;Unidad;6.492,50
7/11/2024;1158;1646;PVC CODO 90 C/ ACOM. 110 X 63;Unidad;5.001,13
7/11/2024;1158;1712;PVC Boca Acceso Horiz. 110 x 63 x (2x50) Baja;Unidad;4.163,56
7/11/2024;1158;1644;PVC RAMAL DOBLE C/VENT MH 110;Unidad;21.419,98
7/11/2024;1158;1886;PVC RAMAL DOBLE C/VENT MH Ø110 x Ø63;Unidad;27.975,82
7/11/2024;1158;615;PVC Ramal T Ø110 x 3,2;Unidad;3.019,51
7/11/2024;1158;930;PVC Ramal Y MH ?50 3,2 Awaduct;Unidad;1.978,90
7/11/2024;1158;929;PVC Ramal Y MH ?40 3,2 Awaduct;Unidad;1.710,89
7/11/2024;1158;1335;PVC Ramal Y MH ?110 x ?63 3,2 Awaduct;Unidad;3.143,70
7/11/2024;1158;1042;PVC Sifon p/ Lavar y Lavavajillas 3,2 Awaduct;Unidad;12.592,19
7/11/2024;1158;1881;PVC Hidraulico Caño Ø32mm K10 x 6mts;Unidad;10.689,76
7/11/2024;1158;1883;PVC Hidraulico Codo 90° Ø32mm;Unidad;869,5113422
7/11/2024;1158;1884;PVC Hidraulico Codo 45° Ø32mm;Unidad;877,692566
7/11/2024;1158;1885;PVC Hidraulico Buje Reduccion Ø40mm x Ø32mm;Unidad;368,8486606
7/11/2024;1158;1882;PVC Hidraulico Tee Ø32mm;Unidad;1.099,05
7/11/2024;1158;4;Adhesivo PVC x 1000 cc;Unidad;6.296,77
7/11/2024;1158;110;Caño PVC Ø110 x 3,2 x 4mts;Unidad;17.738,74
7/11/2024;1158;1436;Caño PVC Ø63 x 3,2 x 4mts;Unidad;9.647,22
7/11/2024;1158;112;Caño PVC Ø50 x 3,2 x 4mts;Unidad;7.698,05
7/11/2024;1158;111;Caño PVC Ø40 x 3,2 x 4mts;Unidad;6.320,75
7/11/2024;1158;608;PVC Codo a 90° Ø110 3,2;Unidad;2.091,08
7/11/2024;1158;1014;PVC Codo a 90? MH ?63 3,2 Awaduct;Unidad;874,4643341
7/11/2024;1158;609;PVC Codo a 90° Ø50 3,2;Unidad;560,9706568
7/11/2024;1158;1456;PVC Codo a 90° Ø40 3.2;Unidad;439,0812161
7/11/2024;1158;1002;PVC Codo a 45? MH ?110 3,2 Awaduct;Unidad;1.931,35
7/11/2024;1158;1005;PVC Codo a 45? MH ?63 3,2 Awaduct;Unidad;896,5738761
7/11/2024;1158;1004;PVC Codo a 45? MH ?50 3,2 Awaduct;Unidad;560,9198591
7/11/2024;1158;1003;PVC Codo a 45? MH ?40 3,2 Awaduct;Unidad;406,9492584
7/11/2024;1158;1739;PVC- Cupla Corrediza HH 110 MM;Unidad;1.993,37
7/11/2024;1158;1740;PVC- Cupla Corrediza HH 63MM;Unidad;1.000,32
7/11/2024;1158;1693;PVC Cupla Corrediza HH 50 mm;Unidad;708,1259385
7/11/2024;1158;1887;PVC Cupla Corrediza HH Ø40mm;Unidad;614,9942456
7/11/2024;1158;616;PVC Ramal Y Ø110 x 3,2;Unidad;4.415,89
7/11/2024;1188;302;Hierro Nerv Ø6mm x 12 mts;Unidad;4.485,21
7/11/2024;1188;296;Hierro Nerv Ø10mm x 12 mts;Unidad;11.911,02
7/11/2024;1188;297;Hierro Nerv Ø12mm x 12 mts;Unidad;17.068,76
7/11/2024;1188;298;Hierro Nerv Ø16mm x 12 mts;Unidad;29.606,46
7/11/2024;1188;299;Hierro Nerv Ø20mm x 12 mts;Unidad;46.366,79
6/11/2024;1156;1881;PVC Hidraulico Caño Ø32mm K10 x 6mts;Unidad;8.898,28
6/11/2024;1156;1882;PVC Hidraulico Tee Ø32mm;Unidad;862,2221649
6/11/2024;1156;1885;PVC Hidraulico Buje Reduccion Ø40mm x Ø32mm;Unidad;293,1300534
6/11/2024;1156;1884;PVC Hidraulico Codo 45° Ø32mm;Unidad;689,7404257
6/11/2024;1156;1883;PVC Hidraulico Codo 90° Ø32mm;Unidad;683,9972664
6/11/2024;1157;1378;"Valvula Retencion 1"""" 1/4"""" """;Unidad;16.668,95
6/11/2024;1157;921;"Fusion Tubo Macho ?20mm x ?1/2""""    """;Unidad;2.062,78
6/11/2024;1207;116;Cemento Normal x 50 kg;Unidad;12.928,37
6/11/2024;1207;816;Yeso Monocapa Proyectable x 30kg;Unidad;10.812,33
6/11/2024;1207;1563;Yeso Tradicional x 40 kg;Unidad;7.585,86
6/11/2024;1207;716;"Tornillo Aut T/ Parker C/ Tanque 8 x 1"" x 100 un";Unidad;3.688,10
6/11/2024;1207;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;558,3236254
4/11/2024;1190;88;Cal Hidratada x 25 kg;Unidad;4.193,92
3/11/2024;1155;252;Gas Fusion Caño Ø25mm x 4 mts;Unidad;21.248,78
3/11/2024;1155;253;Gas Fusion Caño Ø32mm x 4 mts;Unidad;32.389,28
3/11/2024;1155;1662;Gas Fusion Caño Ø40mm x 4 mts;Unidad;37.371,49
3/11/2024;1155;255;Gas Fusion Codo 90° Ø25mm;Unidad;2.131,70
3/11/2024;1155;256;Gas Fusion Codo 90° Ø32mm;Unidad;3.275,42
3/11/2024;1155;257;Gas Fusion Codo 90° Ø40mm;Unidad;5.704,29
3/11/2024;1155;258;"Gas Fusion Codo c/ Rosca H Ø25 x 1/2""";Unidad;5.087,96
3/11/2024;1155;1232;"Gas Fusion Codo c/ Rosca H ?32 x 3/4""""     """;Unidad;8.053,78
3/11/2024;1155;270;Gas Fusion Tee Ø32mm;Unidad;5.207,64
3/11/2024;1155;1240;Gas Fusion Tee ?40mm     ;Unidad;9.321,78
3/11/2024;1155;1747;Gas Fusion Niple Ø32 C/ aro;Unidad;1.668,68
3/11/2024;1155;1748;Gas Fusion Niple Ø40 C/ aro;Unidad;2.227,26
3/11/2024;1155;1226;Gas Fusion Buje Reduccion ?32x25mm     ;Unidad;1.970,69
3/11/2024;1155;1228;Gas Fusion Buje Reduccion ?40x32mm     ;Unidad;3.166,95
3/11/2024;1155;1227;Gas Fusion Buje Reduccion ?40x25mm     ;Unidad;3.248,40
3/11/2024;1155;260;Gas Fusion Cupla Ø25mm;Unidad;1.654,13
3/11/2024;1155;261;Gas Fusion Cupla Ø32mm;Unidad;1.877,05
3/11/2024;1155;262;Gas Fusion Cupla Ø40mm;Unidad;4.470,79
3/11/2024;1155;266;Gas Fusion Llave de Paso Ø25mm;Unidad;20.836,10
3/11/2024;1155;267;Gas Fusion Llave de Paso Ø32mm;Unidad;45.746,49
3/11/2024;1155;1239;Gas Fusion Tapa ?40mm     ;Unidad;3.813,73
3/11/2024;1155;1664;"Gas Fusion Cupla Transicion HH Ø40 x Ø 1"" 1/4""";Unidad;12.306,31
3/11/2024;1155;1665;"Epoxi Buje Reduccion Ø1"" 1/4"" x 3/4""";Unidad;2.049,41
3/11/2024;1155;1666;"Epoxi Tapon Ø1/2""";Unidad;687,9190507
3/11/2024;1155;1854;"Epoxi Tapon Ø3/4""";Unidad;1.076,20
3/11/2024;1155;625;Rejilla Ventilacion  15x30 cm Aprobada 200m3;Unidad;1.675,99
3/11/2024;1155;1557;Paso Pared Galva 15 x 30 x 0.30cm Conducto Ventilación;Unidad;11.940,84
3/11/2024;1155;257;Gas Fusion Codo 90° Ø40mm;Unidad;8.419,79
1/11/2024;1152;390;Materiales Agua y Gas Varios;Unidad;0,990374818
30/10/2024;1179;33;Arena x m3;metro 3;11.554,15
28/10/2024;1209;116;Cemento Normal x 50 kg;Unidad;12.447,47
22/10/2024;1187;297;Hierro Nerv Ø12mm x 12 mts;Unidad;19.288,60
22/10/2024;1187;116;Cemento Normal x 50 kg;Unidad;9.965,19
22/10/2024;1187;115;Cemento Albañilería x 40 kg;Unidad;7.751,33
22/10/2024;1187;302;Hierro Nerv Ø6mm x 12 mts;Unidad;5.079,67
17/10/2024;1150;673;Tanque de Agua;Unidad;1.411.529,73
17/10/2024;1150;673;Tanque de Agua;Unidad;2.980.026,77
17/10/2024;1150;673;Tanque de Agua;Unidad;658.022,60
17/10/2024;1151;621;Rejilla Desague Tigre c/ Reja Acero Inox 10x50 cm;Unidad;22.914,92
17/10/2024;1151;213;Flete;Unidad;14.377,37
17/10/2024;1176;33;Arena x m3;metro 3;14.856,36
17/10/2024;1186;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;404,71073
17/10/2024;1186;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;611,3327283
17/10/2024;1186;115;Cemento Albañilería x 40 kg;Unidad;6.742,02
17/10/2024;1186;116;Cemento Normal x 50 kg;Unidad;8.667,31
17/10/2024;1186;319;Ladrillo Ceramico 8 x 18 x 33 cm x un;Unidad;360,1587576
17/10/2024;1199;299;Hierro Nerv Ø20mm x 12 mts;Unidad;53.843,43
17/10/2024;1199;302;Hierro Nerv Ø6mm x 12 mts;Unidad;5.200,87
17/10/2024;1199;115;Cemento Albañilería x 40 kg;Unidad;7.749,28
17/10/2024;1199;116;Cemento Normal x 50 kg;Unidad;9.962,21
17/10/2024;1199;303;Hierro Nerv Ø8mm x 12 mts;Unidad;8.846,59
17/10/2024;1199;296;Hierro Nerv Ø10mm x 12 mts;Unidad;13.810,90
17/10/2024;1199;297;Hierro Nerv Ø12mm x 12 mts;Unidad;19.791,50
17/10/2024;1199;298;Hierro Nerv Ø16mm x 12 mts;Unidad;34.438,21
15/10/2024;1203;1897;Hormigon Mortero 1-3 x m3;metro 3;183.388,88
15/10/2024;1203;24;Alquiler Bomba hormigon x hrs;Horas;4.491,69
15/10/2024;1234;1864;Mezcla de asiento Listo x 3 kg;Unidad;7.739,13
9/10/2024;1210;116;Cemento Normal x 50 kg;Unidad;12.648,95
9/10/2024;1210;60;Bloque Brimax de HCCA 60x20x7,5;Unidad;2.603,68
3/10/2024;1195;1820;Malla de Fibra 90 grs x 50 mts x un;Unidad;43.404,76
3/10/2024;1195;1515;Espuma de Poliuretano x 750ml;Unidad;14.431,54
3/10/2024;1195;199;Espuma de Poliuretano x 500ml;Unidad;11.282,68
2/10/2024;1177;33;Arena x m3;metro 3;14.850,78
1/10/2024;1185;88;Cal Hidratada x 25 kg;Unidad;4.113,08
1/10/2024;1185;116;Cemento Normal x 50 kg;Unidad;8.331,13
1/10/2024;1185;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;629,9887382
26/9/2024;1208;1898;Perfil C Galva 200 x 80 x 25 x 2 mm x 12 mt;Unidad;220.977,62
26/9/2024;1208;478;Perfil C Galva 120x50x15x 2mm x 12 mts;Unidad;132.432,40
26/9/2024;1208;124;Chapa Sinusoidal Galv Ancho N°25  1,10 x mts;mts;15.481,18
26/9/2024;1208;124;Chapa Sinusoidal Galv Ancho N°25  1,10 x mts;mts;15.480,93
26/9/2024;1208;124;Chapa Sinusoidal Galv Ancho N°25  1,10 x mts;mts;30.961,38
26/9/2024;1208;712;"Tornillo Aut c/ Arand 14"" x  2"" x un";Unidad;137,0359063
23/9/2024;1164;33;Arena x m3;metro 3;14.848,37
23/9/2024;1174;317;Ladrillo Ceramico 12 x 18 x 33 cm x un;Unidad;429,2737924
23/9/2024;1182;564;Plastificante Multiacción x lts;lts;5.143,49
23/9/2024;1182;319;Ladrillo Ceramico 8 x 18 x 33 cm x un;Unidad;426,5982363
23/9/2024;1182;318;Ladrillo Ceramico 18 x 18 x 33 cm x un;Unidad;724,0547183
23/9/2024;1182;116;Cemento Normal x 50 kg;Unidad;9.574,63
20/9/2024;1197;1884;PVC Hidraulico Codo 45° Ø32mm;Unidad;601,1715031
20/9/2024;1197;1885;PVC Hidraulico Buje Reduccion Ø40mm x Ø32mm;Unidad;255,4738668
20/9/2024;1197;4;Adhesivo PVC x 1000 cc;Unidad;34.292,29
20/9/2024;1197;1882;PVC Hidraulico Tee Ø32mm;Unidad;751,4466527
20/9/2024;1197;1881;PVC Hidraulico Caño Ø32mm K10 x 6mts;Unidad;7.754,79
20/9/2024;1197;1883;PVC Hidraulico Codo 90° Ø32mm;Unidad;596,1479607
19/9/2024;1198;1436;Caño PVC Ø63 x 3,2 x 4mts;Unidad;7.219,50
19/9/2024;1198;112;Caño PVC Ø50 x 3,2 x 4mts;Unidad;5.760,89
19/9/2024;1198;111;Caño PVC Ø40 x 3,2 x 4mts;Unidad;4.730,21
19/9/2024;1198;608;PVC Codo a 90° Ø110 3,2;Unidad;1.564,89
19/9/2024;1198;1014;PVC Codo a 90? MH ?63 3,2 Awaduct;Unidad;706,0525052
19/9/2024;1198;609;PVC Codo a 90° Ø50 3,2;Unidad;419,8081276
19/9/2024;1198;1456;PVC Codo a 90° Ø40 3.2;Unidad;328,5934535
19/9/2024;1198;1002;PVC Codo a 45? MH ?110 3,2 Awaduct;Unidad;1.445,41
19/9/2024;1198;1005;PVC Codo a 45? MH ?63 3,2 Awaduct;Unidad;670,9880442
19/9/2024;1198;1004;PVC Codo a 45? MH ?50 3,2 Awaduct;Unidad;419,7829656
19/9/2024;1198;1003;PVC Codo a 45? MH ?40 3,2 Awaduct;Unidad;304,5636843
19/9/2024;1198;1739;PVC- Cupla Corrediza HH 110 MM;Unidad;1.491,85
19/9/2024;1198;1740;PVC- Cupla Corrediza HH 63MM;Unidad;748,6548563
19/9/2024;1198;1693;PVC Cupla Corrediza HH 50 mm;Unidad;529,7922824
19/9/2024;1198;1887;PVC Cupla Corrediza HH Ø40mm;Unidad;460,2710003
19/9/2024;1198;1037;PVC Ramal Y MH ?110 x ?110 3,2 Awaduct;Unidad;3.305,01
19/9/2024;1198;1038;PVC Ramal Y MH ?110 x ?50 3,2 Awaduct;Unidad;2.334,81
19/9/2024;1198;929;PVC Ramal Y MH ?40 3,2 Awaduct;Unidad;1.279,72
19/9/2024;1198;930;PVC Ramal Y MH ?50 3,2 Awaduct;Unidad;1.485,28
19/9/2024;1198;1032;PVC Ramal 90? MH ?110 x ?63 3,2 Awaduct;Unidad;2.258,37
19/9/2024;1198;1644;PVC RAMAL DOBLE C/VENT MH 110;Unidad;16.019,49
19/9/2024;1198;1886;PVC RAMAL DOBLE C/VENT MH Ø110 x Ø63;Unidad;20.922,74
19/9/2024;1198;1712;PVC Boca Acceso Horiz. 110 x 63 x (2x50) Baja;Unidad;3.441,42
19/9/2024;1198;1646;PVC CODO 90 C/ ACOM. 110 X 63;Unidad;3.252,08
19/9/2024;1198;1647;PVC Pileta de Patio 5 x 40 Baja Perf.;Unidad;4.854,97
19/9/2024;1198;1892;PVC Reduccion Excentrica Ø63 x Ø40 3,2;Unidad;524,240822
19/9/2024;1198;1601;Solucion Lubricante x 400cc;Unidad;3.427,38
